Date : 2023-09-27 19:49:18
Directory : /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club
Total : 309 files,  13221 codes, 280 comments, 2444 blanks, all 15945 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/add-funds/errors-help-redirect/card-input-errors.component.jsx                                           | JavaScript |         24 |          0 |          8 |         32 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/add-funds/errors-help-redirect/redirect-and-loader.component.jsx                                         | JavaScript |         21 |          0 |          7 |         28 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/book-a-session-hooks/return-logic-and-reset-state/use-reset-state-and-navigate.js         | JavaScript |         19 |          0 |          6 |         25 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/book-a-session-hooks/return-logic-and-reset-state/use-return-logic.js                     | JavaScript |         37 |          0 |          9 |         46 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/book-a-session-hooks/swals/use-get-book-session-result-swal.js                            | JavaScript |         46 |          0 |          9 |         55 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/book-a-session-hooks/swals/use-success-swal.js                                            | JavaScript |         27 |          0 |          6 |         33 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/book-a-session-hooks/swals/use-update-balance-error-reset-session-doc-swal.js             | JavaScript |         60 |          0 |         10 |         70 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/book-a-session-hooks/swals/use-update-session-doc-error-swal.js                           | JavaScript |         53 |          0 |          9 |         62 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/book-a-session-hooks/use-choose-date-handle-change.js                                     | JavaScript |         10 |          0 |          6 |         16 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/book-a-session-hooks/use-conditional-logic.js                                             | JavaScript |        181 |          0 |         29 |        210 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/book-a-session-hooks/use-confirm-session.js                                               | JavaScript |         57 |          0 |         14 |         71 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/book-a-session-hooks/use-get-date-and-time.js                                             | JavaScript |         32 |          0 |         12 |         44 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/book-a-session-hooks/use-get-session-prices.js                                            | JavaScript |         10 |          0 |          5 |         15 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/book-a-session-hooks/use-request-date-data.js                                             | JavaScript |         13 |          0 |          5 |         18 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/book-a-session.component.jsx                                                              | JavaScript |         38 |          0 |          8 |         46 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/sections/balance-check-and-book-session-help.component.jsx                                | JavaScript |         75 |          0 |         11 |         86 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/sections/buttons/afternoon-session-long-button.component.jsx                              | JavaScript |         35 |          0 |         11 |         46 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/sections/buttons/afternoon-session-short-button.component.jsx                             | JavaScript |         31 |          0 |          9 |         40 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/sections/buttons/morning-and-afternoon-session-long-button.component.jsx                  | JavaScript |         33 |          0 |         10 |         43 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/sections/buttons/morning-and-afternoon-session-short-button.component.jsx                 | JavaScript |         33 |          0 |         10 |         43 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/sections/buttons/morning-session-button.component.jsx                                     | JavaScript |         31 |          0 |          9 |         40 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/sections/choose-date.component.jsx                                                        | JavaScript |         36 |          0 |          9 |         45 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/sections/choose-sessions.component.jsx                                                    | JavaScript |         72 |          0 |         11 |         83 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/sections/date-errors.component.jsx                                                        | JavaScript |         33 |          0 |          5 |         38 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/sections/error-fetching-prices.component.jsx                                              | JavaScript |         25 |          0 |          6 |         31 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/sections/heading-times-and-prices-wallet-balance-options-info.component.jsx               | JavaScript |         19 |          0 |          4 |         23 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/sections/loaders.component.jsx                                                            | JavaScript |         20 |          0 |          6 |         26 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/sections/options-available-info.component.jsx                                             | JavaScript |         25 |          0 |          7 |         32 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/sections/select-children-to-book-session-for.component.jsx                                | JavaScript |         56 |          0 |         12 |         68 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/sections/spaces-available-info.component.jsx                                              | JavaScript |         19 |          0 |          5 |         24 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/book-a-session/sections/times-and-prices-accordion.component.jsx                                         | JavaScript |         95 |          1 |          9 |        105 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/child-info/child-info-accordion.component.jsx                                                            | JavaScript |         58 |          0 |          7 |         65 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/child-info/child-info-hooks/use-get-users-children-error-swal.js                                         | JavaScript |         30 |          0 |          8 |         38 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/child-info/child-info-hooks/use-get-users-children-listener.js                                           | JavaScript |         30 |          1 |          9 |         40 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/child-info/child-info-hooks/use-get-users-children.js                                                    | JavaScript |         13 |          0 |          8 |         21 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/child-info/child-info.component.jsx                                                                      | JavaScript |         32 |          0 |         13 |         45 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/child-info/child-table.component.jsx                                                                     | JavaScript |         95 |          0 |         16 |        111 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/child-info/edit-remove-buttons.component.jsx                                                             | JavaScript |         47 |          0 |          8 |         55 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/child-info/table-columns.js                                                                              | JavaScript |         22 |          0 |          1 |         23 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/close-account/close-account-hooks/use-account-closure-email.js                                           | JavaScript |         19 |          0 |         15 |         34 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/close-account/close-account-hooks/use-close-account-swal.js                                              | JavaScript |         64 |          0 |          9 |         73 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/close-account/close-account-hooks/use-confirm-close-account.js                                           | JavaScript |         44 |          0 |         11 |         55 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/close-account/close-account.component.jsx                                                                | JavaScript |         58 |          0 |         12 |         70 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/contact/contact-form-hooks/use-confirm-send-contact-form-message.js                                      | JavaScript |         35 |          0 |         11 |         46 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/contact/contact-form-hooks/use-handle-contact-form-details-change.js                                     | JavaScript |         13 |          0 |          6 |         19 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/contact/contact-form-hooks/use-send-contact-form-message-result-swal.js                                  | JavaScript |         53 |          0 |          7 |         60 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/contact/contact.component.jsx                                                                            | JavaScript |         22 |          0 |         11 |         33 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/contact/sections/contact-form.component.jsx                                                              | JavaScript |         58 |          0 |         14 |         72 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/contact/sections/send-message-button.component.jsx                                                       | JavaScript |         36 |          0 |         10 |         46 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/dashboard/2023-24-dates/23-24-dates.js                                                                   | JavaScript |        952 |          0 |          1 |        953 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/dashboard/dashboard-hooks/use-confirm-upload-dates-to-database.js                                        | JavaScript |         24 |          0 |         11 |         35 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/dashboard/dashboard-hooks/use-upload-dates-to-database-swal.js                                           | JavaScript |         39 |          0 |          8 |         47 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/dashboard/dashboard.component.jsx                                                                        | JavaScript |         17 |          0 |          4 |         21 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/delete-child-info/delete-and-return-buttons.component.jsx                                                | JavaScript |         21 |          0 |          7 |         28 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/delete-child-info/delete-child-info.component.jsx                                                        | JavaScript |         14 |          0 |          6 |         20 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/delete-child-info/hooks/use-confirm-delete-child-info.js                                                 | JavaScript |         21 |          0 |         11 |         32 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/delete-child-info/hooks/use-delete-child-info-result-swal.js                                             | JavaScript |         54 |          0 |         10 |         64 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/delete-child-info/loader-title-info.component.jsx                                                        | JavaScript |         28 |          0 |         10 |         38 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/edit-child-info/edit-and-return-buttons.component.jsx                                                    | JavaScript |         23 |          0 |          6 |         29 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/edit-child-info/edit-child-info-form.component.jsx                                                       | JavaScript |         71 |          0 |         13 |         84 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/edit-child-info/edit-child-info.component.jsx                                                            | JavaScript |         24 |          0 |         10 |         34 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/edit-child-info/hooks/use-confirm-update-child-info.js                                                   | JavaScript |         52 |          0 |         14 |         66 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/edit-child-info/hooks/use-edit-child-info-result-swal.js                                                 | JavaScript |         54 |          0 |         10 |         64 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/edit-child-info/hooks/use-handle-updated-child-info-change.js                                            | JavaScript |         22 |          0 |          7 |         29 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/edit-child-info/hooks/use-prevent-show-if-no-data.js                                                     | JavaScript |         15 |          0 |          6 |         21 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/forgot-password-request/forgot-password-request-hooks/use-forgot-password-request-swal.js                | JavaScript |         60 |          0 |          9 |         69 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/forgot-password-request/forgot-password-request-hooks/use-handle-forgot-password-request-email-change.js | JavaScript |         10 |          0 |          6 |         16 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/forgot-password-request/forgot-password-request.component.jsx                                            | JavaScript |         68 |          0 |         14 |         82 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/forgot-password-result/forgot-password-result-hooks/use-confirm-reset-password.js                        | JavaScript |         43 |          0 |         10 |         53 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/forgot-password-result/forgot-password-result-hooks/use-forgot-password-result-swal.js                   | JavaScript |         54 |          0 |         11 |         65 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/forgot-password-result/forgot-password-result-hooks/use-handle-reset-password-form-change.js             | JavaScript |         13 |          0 |          6 |         19 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/forgot-password-result/forgot-password-result-hooks/use-hide-reset-password-fields-on-empty.js           | JavaScript |         37 |          0 |          6 |         43 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/forgot-password-result/forgot-password-result.component.jsx                                              | JavaScript |         27 |          0 |         11 |         38 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/forgot-password-result/sections/intro.component.jsx                                                      | JavaScript |         20 |          0 |          5 |         25 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/forgot-password-result/sections/new-passwords.component.jsx                                              | JavaScript |         74 |          0 |         13 |         87 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/forgot-password-result/sections/reset-password-button.component.jsx                                      | JavaScript |         29 |          0 |          9 |         38 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/home/home.component.jsx                                                                                  | JavaScript |         12 |          0 |          4 |         16 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/home/info.component.jsx                                                                                  | JavaScript |         21 |          0 |          3 |         24 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/home/intro.component.jsx                                                                                 | JavaScript |         19 |          0 |          4 |         23 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/home/links.component.jsx                                                                                 | JavaScript |         25 |          0 |          5 |         30 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/magic-url-request/magic-url-request-hooks/use-confirm-request-magic-url.js                               | JavaScript |         26 |          0 |          9 |         35 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/magic-url-request/magic-url-request-hooks/use-handle-magic-url-email-change.js                           | JavaScript |         10 |          0 |          6 |         16 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/magic-url-request/magic-url-request-hooks/use-magic-url-request-swal.js                                  | JavaScript |         48 |          0 |          9 |         57 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/magic-url-request/magic-url-request-info.component.jsx                                                   | JavaScript |         97 |          0 |          7 |        104 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/magic-url-request/magic-url-request.component.jsx                                                        | JavaScript |         53 |          0 |         13 |         66 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/magic-url-result/magic-url-result.component.jsx                                                          | JavaScript |         69 |          0 |         13 |         82 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/magic-url-result/use-get-magic-url-result.js                                                             | JavaScript |         14 |          0 |          5 |         19 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/navigation/nav-app-owner.component.jsx                                                                   | JavaScript |         33 |          0 |          9 |         42 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/navigation/nav-hamburger.component.jsx                                                                   | JavaScript |         36 |          0 |          6 |         42 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/navigation/nav-logo.component.jsx                                                                        | JavaScript |         17 |          0 |          6 |         23 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/navigation/nav-no-user.component.jsx                                                                     | JavaScript |         33 |          0 |          9 |         42 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/navigation/nav-not-app-owner.component.jsx                                                               | JavaScript |         66 |          0 |         11 |         77 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/navigation/nav-sign-out.component.jsx                                                                    | JavaScript |         59 |          0 |         13 |         72 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/navigation/navigation-hooks/use-get-sign-out-error.js                                                    | JavaScript |         35 |          0 |         10 |         45 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/navigation/navigation.component.jsx                                                                      | JavaScript |         50 |          0 |         10 |         60 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/navigation/routes.js                                                                                     | JavaScript |         27 |          0 |          4 |         31 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/payment-result/payment-result-hooks/use-get-upload-result.js                                             | JavaScript |         75 |          0 |         13 |         88 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/payment-result/payment-result-hooks/use-handle-payment-failed.js                                         | JavaScript |         37 |          0 |          9 |         46 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/payment-result/payment-result-hooks/use-handle-payment-succeeded.js                                      | JavaScript |         41 |          0 |          8 |         49 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/payment-result/payment-result.component.jsx                                                              | JavaScript |         24 |          0 |         11 |         35 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-in/sections/sign-in-button.component.jsx                                                            | JavaScript |         30 |          0 |          8 |         38 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-in/sections/sign-in-email.component.jsx                                                             | JavaScript |         20 |          0 |          7 |         27 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-in/sections/sign-in-password.component.jsx                                                          | JavaScript |         36 |          0 |         11 |         47 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-in/sign-in-form-hooks/use-handle-sign-in-form-change.js                                             | JavaScript |         13 |          0 |          6 |         19 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-in/sign-in-form-hooks/use-handle-sign-in-form-error.js                                              | JavaScript |         20 |          0 |          8 |         28 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-in/sign-in-form-hooks/use-handle-sign-in-form-submit.js                                             | JavaScript |         26 |          0 |         10 |         36 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-in/sign-in-form-hooks/use-hide-sign-in-password-on-empty.js                                         | JavaScript |         17 |          0 |          8 |         25 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-in/sign-in.component.jsx                                                                            | JavaScript |         53 |          0 |         13 |         66 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-up/sections/sign-up-button.component.jsx                                                            | JavaScript |         25 |          0 |          5 |         30 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-up/sections/sign-up-email.component.jsx                                                             | JavaScript |         16 |          0 |          3 |         19 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-up/sections/sign-up-name.component.jsx                                                              | JavaScript |         16 |          0 |          3 |         19 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-up/sections/sign-up-passwords.component.jsx                                                         | JavaScript |         73 |          0 |         13 |         86 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-up/sign-up-form-hooks/use-handle-sign-up-form-change.js                                             | JavaScript |         13 |          0 |          6 |         19 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-up/sign-up-form-hooks/use-handle-sign-up-form-error.js                                              | JavaScript |         20 |          0 |          7 |         27 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-up/sign-up-form-hooks/use-handle-sign-up-form-submit.js                                             | JavaScript |         29 |          0 |         10 |         39 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-up/sign-up-form-hooks/use-hide-sign-up-password-on-empty.js                                         | JavaScript |         34 |          0 |          7 |         41 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-up/sign-up.component.jsx                                                                            | JavaScript |         59 |          0 |         13 |         72 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/social-login-result/navigate-and-loader.component.jsx                                                    | JavaScript |         19 |          0 |          7 |         26 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/social-login-result/social-login-error.component.jsx                                                     | JavaScript |         56 |          0 |         19 |         75 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/social-login-result/social-login-hooks/use-nav-and-reset-error.js                                        | JavaScript |         26 |          0 |          8 |         34 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/social-login-result/social-login-result.component.jsx                                                    | JavaScript |         17 |          0 |          4 |         21 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/social-login-result/social-login-success.component.jsx                                                   | JavaScript |         18 |          0 |          6 |         24 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/update-email/info.component.jsx                                                                          | JavaScript |         55 |          0 |          8 |         63 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/update-email/new-email.component.jsx                                                                     | JavaScript |         74 |          0 |         13 |         87 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/update-email/title-and-loader.component.jsx                                                              | JavaScript |         20 |          0 |          7 |         27 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/update-email/update-email-hooks/use-confirm-update-email.js                                              | JavaScript |         49 |          0 |         12 |         61 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/update-email/update-email-hooks/use-handle-update-email-details.js                                       | JavaScript |         13 |          0 |          6 |         19 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/update-email/update-email-hooks/use-hide-update-email-password-on-empty.js                               | JavaScript |         19 |          0 |          7 |         26 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/update-email/update-email-hooks/use-update-email-result-swal.js                                          | JavaScript |         73 |          0 |         10 |         83 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/update-email/update-email.component.jsx                                                                  | JavaScript |         19 |          0 |          7 |         26 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/update-password-request/info.component.jsx                                                               | JavaScript |         52 |          0 |          8 |         60 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/update-password-request/title-and-loader.component.jsx                                                   | JavaScript |         20 |          0 |          7 |         27 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/update-password-request/update-password-request-button.component.jsx                                     | JavaScript |         48 |          0 |         13 |         61 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/update-password-request/update-password-request-hooks/use-confirm-update-password-request.js             | JavaScript |         27 |          0 |         11 |         38 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/update-password-request/update-password-request-hooks/use-update-password-request-result-swal.js         | JavaScript |         53 |          0 |         10 |         63 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/update-password-request/update-password-request.component.jsx                                            | JavaScript |         19 |          0 |          6 |         25 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/update-password-result/new-passwords.component.jsx                                                       | JavaScript |         73 |          0 |         13 |         86 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/update-password-result/title-loader-info.component.jsx                                                   | JavaScript |         25 |          0 |          8 |         33 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/update-password-result/update-password-button.component.jsx                                              | JavaScript |         32 |          0 |          9 |         41 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/update-password-result/update-password-result-hooks/use-confirm-update-password.js                       | JavaScript |         55 |          0 |         12 |         67 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/update-password-result/update-password-result-hooks/use-handle-update-password-form-change.js            | JavaScript |         15 |          0 |          6 |         21 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/update-password-result/update-password-result-hooks/use-hide-update-password-field-on-empty.js           | JavaScript |         38 |          0 |          6 |         44 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/update-password-result/update-password-result-hooks/use-update-password-result-swal.js                   | JavaScript |         79 |          0 |         11 |         90 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/update-password-result/update-password-result.component.jsx                                              | JavaScript |         22 |          0 |          6 |         28 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/service-worker.js                                                                                               | JavaScript |         38 |         24 |         12 |         74 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/serviceWorkerRegistration.js                                                                                    | JavaScript |        101 |         22 |         10 |        133 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/add-child-info/add-child-info.selector.js                                                                 | JavaScript |         18 |          0 |          5 |         23 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/add-child-info/add-child-info.slice.js                                                                    | JavaScript |         84 |          0 |          9 |         93 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/book-session/book-session-thunks.js                                                                       | JavaScript |        136 |          0 |         17 |        153 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/book-session/book-session.selector.js                                                                     | JavaScript |         26 |          0 |          8 |         34 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/book-session/book-session.slice.js                                                                        | JavaScript |         96 |          0 |          8 |        104 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/card-input-result/card-input-result.selector.js                                                           | JavaScript |          6 |          0 |          3 |          9 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/card-input-result/card-input-result.slice.js                                                              | JavaScript |         24 |          0 |          5 |         29 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/close-account/close-account.selector.js                                                                   | JavaScript |         14 |          0 |          5 |         19 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/close-account/close-account.slice.js                                                                      | JavaScript |         52 |          0 |          7 |         59 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/contact-form/contact-form.selector.js                                                                     | JavaScript |         18 |          0 |          6 |         24 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/contact-form/contact-form.slice.js                                                                        | JavaScript |         75 |          0 |          8 |         83 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/contact-form/email-to-send.js                                                                             | JavaScript |         16 |          0 |          5 |         21 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/date-and-time/date-and-time.selector.js                                                                   | JavaScript |          6 |          0 |          3 |          9 |
| /Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/store/date-and-time/date-and-time.slice.js                                                                      | JavaScript |         16 |          0 |          5 |         21 |
